"Anos","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016"
"Paços de Ferreira",0,0,0,0,0,0,0,1
"Penafiel",0,0,0,0,0,0,0,0
"Resende",0,0,0,0,0,0,0,0
"Alijó",0,0,0,0,0,0,0,0
"Armamar",0,0,0,0,0,0,0,0
"Carrazeda de Ansiães",0,0,0,0,0,0,0,0
"Freixo de Espada à Cinta",0,0,0,0,0,0,0,0
"Lamego",0,0,0,0,1,1,1,1
"Mesão Frio",0,0,0,0,0,0,0,0
"Moimenta da Beira",0,0,0,0,0,0,0,0
"Murça",0,0,0,0,0,0,0,0
"Penedono",0,0,0,0,0,0,0,0
"Peso da Régua",0,0,0,0,0,0,0,0
"Sabrosa",0,0,0,0,0,0,0,0
"Santa Marta de Penaguião",0,0,0,0,0,0,0,0
"São João da Pesqueira",0,0,0,0,0,0,0,0
"Sernancelhe",0,0,0,0,0,0,0,0
"Tabuaço",0,0,0,0,0,0,0,0
"Tarouca",0,0,0,0,0,0,0,0
"Torre de Moncorvo",0,0,0,0,0,0,0,0
"Vila Nova de Foz Côa",0,0,0,0,0,0,0,0
"Vila Real",7,7,7,7,7,6,6,6
"Alfândega da Fé",0,0,0,0,0,0,0,0
"Bragança",2,2,2,2,2,2,2,2
"Macedo de Cavaleiros",0,0,0,0,0,0,0,0
"Miranda do Douro",0,0,0,0,0,0,0,0
"Mirandela",1,1,1,1,1,1,1,2
"Mogadouro",0,0,0,0,0,0,0,0
"Vila Flor",1,1,1,1,1,1,1,1
"Vimioso",0,0,0,0,0,0,0,0
"Vinhais",0,0,0,0,0,0,0,0
"Alcobaça",0,0,0,0,0,0,0,0
"Alenquer",0,0,0,0,0,0,0,0
"Arruda dos Vinhos",0,0,0,0,0,0,0,0
"Bombarral",0,0,0,0,0,0,0,0
"Cadaval",0,0,0,0,0,0,0,0
"Caldas da Rainha",4,4,5,4,4,5,5,5
"Lourinhã",0,0,0,0,0,0,0,0
"Nazaré",0,0,0,0,0,0,0,0
"Óbidos",0,0,0,0,0,0,0,0
"Peniche",0,0,0,0,0,0,0,0
"Sobral de Monte Agraço",0,0,0,0,0,0,0,0
"Torres Vedras",1,2,2,2,2,2,2,2
"Águeda",1,1,1,2,2,2,2,2
"Albergaria-a-Velha",0,0,0,0,0,0,0,0
"Anadia",1,1,1,1,1,2,2,2
"Aveiro",7,7,8,8,9,9,9,9
"Estarreja",0,0,0,0,0,0,0,0
"Ílhavo",0,0,1,1,1,1,1,1
"Murtosa",0,0,0,0,0,0,0,0
"Oliveira do Bairro",1,1,1,1,1,1,1,1
"Ovar",2,3,3,3,3,4,4,4
"Sever do Vouga",0,0,1,1,1,1,1,1
"Vagos",1,1,0,0,0,0,0,0
"Arganil",0,0,0,0,0,0,0,0
"Cantanhede",0,0,0,0,0,0,0,0
"Coimbra",89,90,93,97,100,100,101,104
"Condeixa-a-Nova",1,1,1,1,1,1,1,2
"Figueira da Foz",3,3,3,3,3,3,4,5
"Góis",0,0,0,0,0,0,0,0
"Lousã",1,1,1,1,1,1,1,1
"Mealhada",1,1,1,1,1,1,1,1
"Mira",0,0,0,0,0,0,0,0
"Miranda do Corvo",0,0,0,0,0,0,0,0
"Montemor-o-Velho",0,0,0,0,0,0,0,0
"Mortágua",0,0,0,0,2,2,2,2
"Oliveira do Hospital",0,0,0,0,0,0,0,0
"Pampilhosa da Serra",0,0,0,0,0,0,0,0
"Penacova",0,0,0,0,0,0,0,0
"Penela",0,0,0,0,0,0,0,0
"Soure",0,0,0,0,0,0,0,0
"Tábua",0,0,0,0,0,0,0,0
"Vila Nova de Poiares",0,0,0,0,0,0,0,0
"Alvaiázere",0,0,0,0,0,0,0,0
"Ansião",0,0,0,0,0,0,0,0
"Batalha",0,0,0,0,0,0,0,0
"Castanheira de Pêra",0,0,0,0,0,0,0,0
"Figueiró dos Vinhos",0,0,0,0,0,0,0,0
"Leiria",8,8,8,8,8,8,8,9
"Marinha Grande",0,0,0,0,0,0,0,0
"Pedrógão Grande",0,0,0,0,0,0,0,0
"Pombal",1,1,2,2,2,1,2,2
"Porto de Mós",0,0,0,0,0,0,0,0
"Aguiar da Beira",0,0,0,0,0,0,0,0
"Carregal do Sal",0,0,0,0,0,0,0,0
"Castro Daire",0,0,0,0,0,0,1,1
"Mangualde",0,0,0,0,0,0,0,0
"Nelas",0,0,0,0,0,0,0,0
"Oliveira de Frades",0,0,0,0,0,0,0,0
"Penalva do Castelo",0,0,0,0,0,0,0,0
"Santa Comba Dão",0,0,0,0,0,0,0,0
"São Pedro do Sul",0,0,0,0,0,0,0,0
"Sátão",0,0,0,0,0,0,0,0
"Tondela",0,0,0,0,0,0,0,0
"Vila Nova de Paiva",0,0,0,0,0,0,0,0
"Viseu",7,7,7,7,8,8,7,7
"Vouzela",0,0,0,0,0,0,0,0
"Castelo Branco",2,3,2,2,2,2,2,1
"Idanha-a-Nova",0,0,0,0,0,0,0,0
"Oleiros",0,0,0,0,0,0,0,0
"Penamacor",0,0,0,0,0,0,0,0
"Proença-a-Nova",0,0,0,0,0,0,0,0
"Vila Velha de Ródão",0,0,0,0,0,0,0,0
"Abrantes",1,1,1,1,1,1,1,1
"Alcanena",0,0,0,0,0,0,0,0
"Constância",0,0,0,0,0,0,0,0
"Entroncamento",0,0,0,0,0,0,0,0
"Ferreira do Zêzere",0,0,0,0,0,0,0,0
"Mação",0,0,0,0,0,0,0,0
"Ourém",0,0,0,0,0,0,0,0
"Sardoal",1,1,1,1,1,1,1,1
"Sertã",0,0,0,0,0,0,0,0
"Tomar",3,3,3,2,2,2,2,3
"Torres Novas",2,2,2,2,2,2,2,2
"Vila de Rei",0,0,0,0,0,0,0,0
"Vila Nova da Barquinha",0,0,0,0,0,0,0,0
"Almeida",0,0,0,0,0,0,0,0
"Belmonte",0,0,0,0,0,0,0,0
"Celorico da Beira",0,0,0,0,0,0,0,0
"Covilhã",2,2,2,2,2,2,2,2
"Figueira de Castelo Rodrigo",0,0,0,0,0,0,0,0
"Fornos de Algodres",0,0,0,0,0,0,0,0
"Fundão",0,0,0,0,0,0,0,0
"Gouveia",0,0,0,0,0,0,0,0
"Guarda",3,3,3,3,3,3,3,3
"Manteigas",0,0,0,0,0,0,0,0
"Mêda",0,0,0,0,0,0,0,0
"Pinhel",0,0,0,1,1,1,1,1
"Sabugal",0,0,0,0,0,0,0,0
"Seia",0,0,0,0,0,0,0,0
"Trancoso",0,0,0,0,0,0,0,0
"Alcochete",0,0,0,0,0,0,0,0
"Almada",8,8,9,9,9,9,10,10
"Amadora",17,17,16,14,14,14,14,14
"Barreiro",2,2,2,2,2,3,3,3
"Cascais",27,27,27,27,29,31,31,31
"Lisboa",253,257,266,275,281,280,284,288
"Loures",19,19,20,17,15,15,16,16
"Mafra",1,1,2,2,4,4,4,5
"Moita",2,2,2,2,2,2,2,2
"Montijo",3,3,3,3,4,4,4,5
"Odivelas",8,8,8,8,9,8,8,9
"Oeiras",39,37,36,36,39,41,43,45
"Palmela",2,2,2,2,2,2,2,3
"Seixal",3,3,3,3,3,3,3,4
"Sesimbra",1,1,0,0,0,0,0,0
"Setúbal",11,11,11,12,12,12,12,12
"Sintra",19,18,15,15,16,16,17,16
"Vila Franca de Xira",0,0,1,1,2,2,2,1
"Alcácer do Sal",1,1,1,1,1,1,1,1
"Grândola",0,0,0,0,0,0,0,0
"Odemira",0,0,0,0,0,0,0,0
"Santiago do Cacém",0,0,0,0,1,1,0,0
"Sines",0,0,0,0,0,0,0,0
"Aljustrel",0,0,0,0,0,0,0,0
"Almodôvar",0,0,0,0,0,0,0,0
"Alvito",0,0,1,1,1,1,1,1
"Barrancos",0,0,0,0,0,0,0,0
"Beja",4,4,4,4,4,4,4,4
"Castro Verde",0,0,0,0,0,0,0,0
"Cuba",0,0,0,0,0,0,0,0
"Ferreira do Alentejo",1,1,1,1,1,0,0,0
"Mértola",0,0,0,0,0,0,0,0
"Moura",0,0,0,0,0,0,0,0
"Ourique",0,0,0,0,0,0,0,0
"Serpa",0,0,0,0,0,0,0,0
"Vidigueira",0,0,0,0,0,0,0,0
"Almeirim",0,0,0,0,0,0,0,0
"Alpiarça",0,0,0,1,1,1,2,2
"Azambuja",0,0,0,0,0,0,0,0
"Benavente",0,0,0,0,0,0,1,1
"Cartaxo",1,1,1,1,1,1,1,1
"Chamusca",0,0,0,0,0,0,0,0
"Coruche",0,0,0,0,0,0,0,0
"Golegã",0,0,0,0,0,0,0,0
"Rio Maior",0,0,0,0,0,0,0,0
"Salvaterra de Magos",0,0,0,0,0,0,0,0
"Santarém",7,7,7,7,6,6,6,6
"Alter do Chão",0,0,0,0,0,0,0,0
"Arronches",0,0,0,0,0,0,0,0
"Avis",0,0,0,0,0,0,0,0
"Campo Maior",2,2,2,2,2,2,2,2
"Castelo de Vide",0,0,0,0,0,0,0,0
"Crato",0,0,0,0,0,0,0,0
"Elvas",6,6,6,6,6,6,6,6
"Fronteira",0,0,0,0,0,0,0,0
"Gavião",0,0,0,0,0,0,0,0
"Marvão",0,0,0,0,0,0,0,0
"Monforte",0,0,0,0,0,0,0,0
"Nisa",0,0,0,0,0,0,0,0
"Ponte de Sor",0,0,0,0,0,0,0,0
"Portalegre",3,3,3,3,3,3,3,3
"Sousel",0,0,0,0,0,0,0,0
"Alandroal",0,0,0,0,0,0,0,0
"Arraiolos",0,0,0,0,1,1,1,1
"Borba",0,0,0,0,0,0,0,0
"Estremoz",0,0,0,0,0,0,0,0
"Évora",12,12,13,12,13,14,14,14
"Montemor-o-Novo",0,0,0,0,0,0,0,0
"Mora",0,0,0,0,0,0,0,0
"Mourão",0,0,0,0,0,0,0,0
"Portel",0,0,0,0,0,0,0,0
"Redondo",0,0,0,0,0,0,0,0
"Reguengos de Monsaraz",0,0,0,0,0,0,0,0
"Vendas Novas",0,0,0,0,0,0,0,0
"Viana do Alentejo",0,0,0,0,0,0,0,0
"Vila Viçosa",0,0,0,0,0,0,0,0
"Albufeira",2,2,2,2,2,2,2,2
"Alcoutim",0,0,0,0,0,0,0,0
"Aljezur",0,0,0,0,0,0,0,0
"Castro Marim",0,0,0,0,0,0,0,0
"Faro",11,12,13,12,12,12,12,15
"Lagoa",4,4,4,3,3,3,3,4
"Lagos",0,0,0,0,0,0,0,0
"Loulé",2,2,2,2,2,2,2,2
"Monchique",0,0,0,0,0,0,0,0
"Olhão",1,1,1,1,1,1,1,1
"Portimão",7,8,7,7,7,9,9,9
"São Brás de Alportel",0,0,0,0,0,0,0,0
"Silves",0,0,0,0,0,0,0,0
"Tavira",0,0,0,0,0,0,0,0
"Vila do Bispo",1,1,1,1,1,1,1,1
"Vila Real de Santo António",0,0,0,0,0,0,0,0
"Vila do Porto",0,0,0,0,0,0,0,0
"Lagoa [R.A.A.]",0,0,0,0,0,0,0,0
"Nordeste",0,0,0,0,0,0,0,0
"Ponta Delgada",7,7,7,7,7,7,7,7
"Povoação",0,0,0,0,0,0,0,0
"Ribeira Grande",1,1,1,1,1,1,1,1
"Vila Franca do Campo",0,0,0,0,0,0,0,0
"Angra do Heroísmo",1,1,1,2,2,2,2,2
"Vila da Praia da Vitória",0,0,0,0,0,0,0,0
"Santa Cruz da Graciosa",0,0,0,0,0,0,0,0
"Calheta [R.A.A.]",0,0,0,0,0,0,0,0
"Velas",0,0,0,0,0,0,0,0
"Lajes do Pico",0,0,0,0,0,0,0,0
"Madalena",0,0,0,0,0,0,0,0
"São Roque do Pico",0,0,0,0,0,0,0,0
"Horta",2,2,2,2,2,2,2,1
"Lajes das Flores",0,0,0,0,0,0,0,0
"Santa Cruz das Flores",0,0,0,0,0,0,0,0
"Corvo",0,0,0,0,0,0,0,0
"Calheta [R.A.M.]",0,0,0,0,0,0,0,0
"Câmara de Lobos",0,0,0,0,0,0,0,0
"Funchal",11,11,11,11,12,13,13,14
"Machico",0,0,0,0,0,0,0,0
"Ponta do Sol",0,0,0,0,0,0,0,0
"Porto Moniz",0,0,0,0,0,0,0,0
"Ribeira Brava",0,0,0,0,0,0,0,0
"Santa Cruz",0,0,0,0,0,0,0,0
"Santana",0,0,0,0,0,0,0,0
"São Vicente",0,0,0,0,0,0,0,0
"Porto Santo",0,0,0,0,0,0,0,0
