"Anos","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016"
"Mira",0,0,0,0,0,0,0,0
"Miranda do Corvo",2,2,2,2,2,2,2,2
"Montemor-o-Velho",2,2,2,2,2,3,3,3
"Mortágua",0,0,0,0,0,0,0,0
"Oliveira do Hospital",0,0,0,0,0,0,0,0
"Pampilhosa da Serra",0,0,0,0,0,0,0,0
"Penacova",0,0,0,0,0,0,0,0
"Penela",0,0,0,0,0,0,0,0
"Soure",1,1,1,1,1,1,1,1
"Tábua",0,0,0,0,0,0,0,0
"Vila Nova de Poiares",0,0,0,0,0,0,0,0
"Alvaiázere",0,0,0,0,0,0,0,0
"Ansião",0,0,0,0,0,0,0,0
"Batalha",0,0,0,0,0,0,0,0
"Castanheira de Pêra",0,0,0,0,0,0,0,0
"Figueiró dos Vinhos",0,0,0,0,0,0,0,0
"Leiria",8,8,8,9,9,9,9,9
"Marinha Grande",0,0,0,0,0,0,0,0
"Pedrógão Grande",0,0,0,0,0,0,0,0
"Pombal",0,0,1,2,2,2,1,1
"Porto de Mós",0,0,0,0,0,0,0,0
"Aguiar da Beira",0,0,0,0,0,0,0,0
"Carregal do Sal",0,0,0,0,0,0,0,1
"Castro Daire",1,1,1,1,1,1,1,1
"Mangualde",0,0,0,0,0,0,0,0
"Nelas",0,0,0,0,0,0,0,0
"Oliveira de Frades",0,0,0,0,0,0,0,0
"Penalva do Castelo",0,0,0,0,0,0,0,0
"Santa Comba Dão",0,0,0,0,0,0,0,0
"São Pedro do Sul",0,0,0,0,0,0,0,0
"Sátão",0,0,0,0,0,0,0,0
"Tondela",0,0,0,0,0,0,0,0
"Vila Nova de Paiva",0,0,0,0,0,0,0,0
"Viseu",11,11,11,14,14,14,15,15
"Vouzela",0,0,0,0,0,0,0,0
"Castelo Branco",0,0,1,1,1,1,1,3
"Idanha-a-Nova",0,0,0,0,0,0,0,0
"Oleiros",0,0,0,0,0,0,0,0
"Penamacor",0,0,0,0,0,0,0,0
"Proença-a-Nova",0,0,0,0,0,0,0,0
"Vila Velha de Ródão",0,0,1,1,1,1,1,1
"Abrantes",0,0,0,0,0,0,0,0
"Alcanena",0,0,0,0,0,0,0,0
"Constância",0,0,0,0,0,0,0,0
"Entroncamento",0,0,0,0,0,0,0,0
"Ferreira do Zêzere",0,0,0,0,0,0,0,0
"Mação",0,0,0,0,0,0,0,0
"Ourém",0,0,0,0,0,0,0,0
"Sardoal",0,0,0,0,0,0,0,0
"Sertã",0,0,0,0,0,0,0,0
"Tomar",1,1,1,0,0,0,0,0
"Torres Novas",0,0,0,0,0,0,1,1
"Vila de Rei",0,0,0,0,0,0,0,0
"Vila Nova da Barquinha",0,0,0,0,0,0,0,0
"Almeida",0,0,0,0,0,0,0,0
"Belmonte",0,0,0,0,0,0,0,0
"Celorico da Beira",0,0,0,0,0,0,0,0
"Covilhã",2,2,2,3,3,3,3,3
"Figueira de Castelo Rodrigo",0,0,0,0,0,0,0,0
"Fornos de Algodres",2,2,2,0,0,0,0,0
"Fundão",0,0,0,0,0,0,0,0
"Gouveia",0,0,0,0,0,0,0,0
"Guarda",3,3,3,5,5,5,5,5
"Manteigas",0,0,0,0,0,0,0,0
"Mêda",0,0,0,0,0,0,0,0
"Pinhel",0,0,0,0,0,0,0,0
"Sabugal",0,0,1,1,1,1,1,1
"Seia",0,0,0,0,0,0,0,2
"Trancoso",0,0,0,0,0,0,0,0
"Alcochete",0,0,0,0,0,0,0,1
"Almada",7,7,7,7,7,7,8,9
"Amadora",8,8,9,9,7,6,7,7
"Barreiro",1,2,2,2,2,2,2,2
"Cascais",22,23,24,24,24,24,26,25
"Lisboa",278,281,289,290,299,305,312,316
"Loures",17,16,15,15,14,14,13,11
"Mafra",2,2,2,2,2,2,2,3
"Moita",0,0,0,0,0,0,0,0
"Montijo",0,0,0,0,0,0,1,2
"Odivelas",7,7,6,6,7,8,9,8
"Oeiras",34,35,38,39,39,40,39,39
"Palmela",2,2,2,3,3,3,3,2
"Seixal",2,2,2,3,3,3,3,3
"Sesimbra",4,3,5,5,6,6,5,5
"Setúbal",8,8,9,10,10,12,12,12
"Sintra",10,9,8,9,9,10,13,14
"Vila Franca de Xira",2,2,2,2,2,2,3,3
"Alcácer do Sal",0,0,0,0,0,0,0,0
"Grândola",0,0,0,0,0,0,0,0
"Odemira",1,1,1,1,1,1,1,1
"Santiago do Cacém",1,1,1,1,1,1,0,2
"Sines",0,0,0,0,0,0,0,0
"Aljustrel",0,0,0,0,0,0,0,0
"Almodôvar",0,0,0,0,0,0,0,0
"Alvito",0,0,0,0,0,0,0,0
"Barrancos",0,0,0,0,0,0,0,0
"Beja",1,1,1,2,2,2,3,3
"Castro Verde",0,0,0,0,0,0,0,0
"Cuba",0,0,0,0,0,0,0,0
"Ferreira do Alentejo",0,0,0,0,0,0,0,0
"Mértola",0,0,0,0,0,0,0,0
"Moura",0,0,0,0,0,0,0,0
"Ourique",0,0,0,0,0,0,0,0
"Serpa",0,0,0,0,0,0,0,0
"Vidigueira",0,0,0,0,0,0,0,0
"Almeirim",0,0,0,0,0,0,0,0
"Alpiarça",0,0,0,0,0,0,0,0
"Azambuja",0,0,0,0,0,1,1,1
"Benavente",0,0,0,0,0,0,0,0
"Cartaxo",0,0,0,0,0,0,0,0
"Chamusca",0,0,0,0,0,0,0,0
"Coruche",0,0,0,0,0,0,0,0
"Golegã",0,0,0,0,0,0,0,0
"Rio Maior",0,0,0,0,0,0,0,0
"Salvaterra de Magos",0,0,0,0,0,0,0,0
"Santarém",4,4,5,5,4,4,4,4
"Alter do Chão",0,0,0,0,0,0,0,0
"Arronches",0,0,0,0,0,0,0,0
"Avis",0,0,0,0,0,0,0,0
"Campo Maior",0,0,0,0,0,0,0,0
"Castelo de Vide",0,0,0,0,0,0,0,0
"Crato",0,0,0,0,0,0,0,0
"Elvas",0,0,0,0,0,0,0,0
"Fronteira",0,0,0,0,0,0,0,0
"Gavião",0,0,0,0,0,0,0,0
"Marvão",0,0,0,0,0,0,0,0
"Monforte",0,0,0,0,0,0,0,0
"Nisa",0,0,0,0,0,0,0,0
"Ponte de Sor",0,0,0,0,0,0,0,0
"Portalegre",2,2,2,2,2,2,3,3
"Sousel",0,0,0,0,0,0,0,0
"Alandroal",0,0,0,0,0,0,0,0
"Arraiolos",0,0,0,0,0,0,0,0
"Borba",0,0,0,0,0,0,0,0
"Estremoz",0,0,0,0,0,0,0,0
"Évora",5,5,5,5,5,5,5,6
"Montemor-o-Novo",0,0,0,0,0,0,0,0
"Mora",0,0,0,0,0,0,0,0
"Mourão",0,0,0,0,0,0,0,0
"Portel",0,0,0,0,0,0,0,0
"Redondo",0,0,0,0,0,0,0,0
"Reguengos de Monsaraz",1,1,1,1,1,1,1,1
"Vendas Novas",0,0,0,0,0,0,0,0
"Viana do Alentejo",0,0,0,0,0,0,0,0
"Vila Viçosa",0,0,0,0,0,0,0,0
"Albufeira",0,0,0,0,0,0,0,0
"Alcoutim",0,0,0,0,0,0,0,0
"Aljezur",0,0,0,0,0,0,0,0
"Castro Marim",0,0,0,0,0,0,0,0
"Faro",11,11,11,12,11,10,10,10
"Lagoa",1,1,1,1,1,1,1,1
"Lagos",1,1,1,1,1,1,1,1
"Loulé",2,2,2,2,2,2,2,2
"Monchique",0,0,0,0,0,0,0,0
"Olhão",0,0,0,0,1,1,1,1
"Portimão",5,5,5,5,5,6,6,5
"São Brás de Alportel",0,0,0,0,0,0,0,0
"Silves",0,0,0,0,0,0,0,0
"Tavira",0,0,0,0,0,0,0,0
"Vila do Bispo",0,0,0,0,0,0,0,0
"Vila Real de Santo António",0,0,1,0,0,0,0,0
"Vila do Porto",0,0,0,0,0,0,0,0
"Lagoa [R.A.A.]",0,0,0,0,0,0,0,0
"Nordeste",0,0,0,0,0,0,0,0
"Ponta Delgada",6,6,8,8,9,9,10,11
"Povoação",0,0,0,0,0,0,0,0
"Ribeira Grande",0,0,0,0,0,0,0,0
"Vila Franca do Campo",0,0,0,0,0,0,0,0
"Angra do Heroísmo",3,3,3,4,4,4,2,2
"Vila da Praia da Vitória",0,0,0,0,0,0,0,0
"Santa Cruz da Graciosa",0,0,0,0,0,0,0,0
"Calheta [R.A.A.]",0,0,0,0,0,0,0,0
"Velas",0,0,0,1,1,1,1,1
"Lajes do Pico",0,0,0,0,0,0,0,0
"Madalena",0,0,0,0,0,0,0,0
"São Roque do Pico",0,0,0,0,0,0,0,0
"Horta",2,2,2,2,2,2,2,2
"Lajes das Flores",0,0,0,0,0,0,0,0
"Santa Cruz das Flores",0,0,0,0,0,0,0,0
"Corvo",0,0,0,0,0,0,0,0
"Calheta [R.A.M.]",0,0,0,0,0,0,0,0
"Câmara de Lobos",0,0,1,1,1,1,1,1
"Funchal",8,8,8,9,9,8,9,10
"Machico",0,0,0,0,0,0,0,0
"Ponta do Sol",0,0,0,0,0,0,0,0
"Porto Moniz",0,0,0,0,0,0,0,0
"Ribeira Brava",0,0,0,0,0,0,0,0
"Santa Cruz",1,2,2,1,1,1,1,1
"Santana",0,0,0,0,0,0,0,0
"São Vicente",0,0,0,0,0,0,0,0
"Porto Santo",0,0,0,0,0,0,0,0
