"Anos","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016"
"Lisboa",159,158,163,167,179,184,188,191
"Loures",22,21,23,21,17,18,19,20
"Mafra",2,2,2,2,3,4,4,4
"Moita",1,1,1,2,1,1,1,1
"Montijo",3,3,3,3,3,2,2,3
"Odivelas",2,2,2,2,3,3,4,4
"Oeiras",34,36,35,36,37,39,38,39
"Palmela",8,9,9,9,9,10,9,9
"Seixal",5,5,5,4,4,4,4,4
"Sesimbra",2,2,2,2,2,2,2,2
"Setúbal",16,17,18,17,17,17,16,17
"Sintra",11,11,12,12,14,15,14,15
"Vila Franca de Xira",3,3,3,3,5,5,6,5
"Alcácer do Sal",0,0,0,0,0,0,0,0
"Grândola",0,0,0,0,0,0,0,0
"Odemira",0,0,0,0,0,0,0,0
"Santiago do Cacém",2,2,2,2,2,2,2,1
"Sines",0,0,0,0,0,0,0,0
"Aljustrel",0,0,0,0,0,0,0,0
"Almodôvar",0,0,0,0,0,0,0,0
"Alvito",0,0,0,0,0,0,0,0
"Barrancos",0,0,0,0,0,0,0,0
"Beja",4,4,4,4,5,5,5,5
"Castro Verde",0,0,0,0,0,0,0,0
"Cuba",0,0,0,0,0,0,0,0
"Ferreira do Alentejo",0,0,0,0,0,0,0,0
"Mértola",0,0,0,0,0,0,0,0
"Moura",0,0,0,0,0,0,0,0
"Ourique",0,0,0,0,0,0,0,0
"Serpa",0,0,0,0,0,0,0,0
"Vidigueira",0,0,0,0,0,0,0,0
"Almeirim",1,1,1,1,1,1,1,1
"Alpiarça",0,0,0,0,0,0,0,0
"Azambuja",1,0,0,0,0,0,0,0
"Benavente",1,2,2,2,2,2,2,2
"Cartaxo",3,2,2,2,2,2,2,2
"Chamusca",0,0,0,0,0,0,0,0
"Coruche",1,1,1,1,1,1,1,1
"Golegã",1,1,1,1,1,1,1,1
"Rio Maior",0,0,0,0,0,0,0,0
"Salvaterra de Magos",0,0,0,0,0,0,0,0
"Santarém",10,10,11,12,11,11,11,11
"Alter do Chão",0,0,0,0,0,0,0,0
"Arronches",0,0,1,1,1,1,1,1
"Avis",0,0,0,0,0,0,0,0
"Campo Maior",1,1,1,1,3,3,3,4
"Castelo de Vide",0,0,0,0,0,0,0,0
"Crato",1,1,1,1,1,1,1,1
"Elvas",1,1,1,1,1,1,1,1
"Fronteira",0,0,0,0,0,0,0,0
"Gavião",0,0,0,0,0,0,0,0
"Marvão",0,0,0,0,0,0,0,0
"Monforte",0,0,0,0,0,0,0,0
"Nisa",0,0,0,0,0,0,0,0
"Ponte de Sor",0,0,0,0,0,0,0,0
"Portalegre",1,1,1,2,1,0,0,0
"Sousel",0,0,0,0,0,0,0,0
"Alandroal",0,0,0,0,0,0,0,0
"Arraiolos",0,0,0,0,0,0,0,0
"Borba",0,0,0,0,0,0,0,0
"Estremoz",0,0,0,0,0,0,0,0
"Évora",8,8,8,9,12,13,14,16
"Montemor-o-Novo",0,0,0,0,0,0,0,0
"Mora",0,0,0,0,0,0,0,0
"Mourão",0,0,0,0,0,0,0,0
"Portel",0,0,0,0,0,0,0,0
"Redondo",0,0,0,0,0,0,0,0
"Reguengos de Monsaraz",0,0,0,0,0,0,0,0
"Vendas Novas",0,0,0,0,0,0,0,0
"Viana do Alentejo",0,0,0,0,0,0,0,0
"Vila Viçosa",0,0,0,0,0,0,0,0
"Albufeira",1,1,1,1,1,1,0,0
"Alcoutim",0,0,0,0,0,0,0,0
"Aljezur",0,0,0,0,0,0,0,0
"Castro Marim",0,0,0,0,0,0,0,0
"Faro",15,15,16,18,18,19,18,18
"Lagoa",0,0,1,1,1,1,1,2
"Lagos",1,1,1,1,1,1,1,1
"Loulé",3,3,3,2,3,3,3,4
"Monchique",1,0,0,0,0,0,0,0
"Olhão",1,1,1,1,2,2,3,3
"Portimão",12,12,12,11,11,11,12,11
"São Brás de Alportel",2,2,2,2,2,2,2,2
"Silves",1,2,2,2,1,1,1,1
"Tavira",3,3,3,3,2,2,2,2
"Vila do Bispo",0,0,0,0,0,0,0,0
"Vila Real de Santo António",0,0,0,0,0,0,0,0
"Vila do Porto",0,0,0,0,0,0,0,0
"Lagoa [R.A.A.]",1,1,1,1,1,1,1,1
"Nordeste",0,0,0,0,0,0,0,0
"Ponta Delgada",7,7,7,7,7,7,6,6
"Povoação",0,0,0,0,0,0,0,0
"Ribeira Grande",0,0,0,0,0,0,1,2
"Vila Franca do Campo",0,0,0,0,0,0,0,0
"Angra do Heroísmo",3,3,3,3,3,3,3,3
"Vila da Praia da Vitória",0,0,0,0,0,0,0,0
"Santa Cruz da Graciosa",0,0,0,0,0,0,0,0
"Calheta [R.A.A.]",0,0,0,0,0,0,0,0
"Velas",0,0,0,0,0,0,0,0
"Lajes do Pico",0,0,0,0,0,0,0,0
"Madalena",0,0,0,0,0,0,0,0
"São Roque do Pico",0,0,0,0,0,0,0,0
"Horta",0,0,0,0,0,0,1,1
"Lajes das Flores",0,0,0,0,0,0,0,0
"Santa Cruz das Flores",0,0,0,0,0,0,0,0
"Corvo",0,0,0,0,0,0,0,0
"Calheta [R.A.M.]",0,0,0,0,0,0,0,0
"Câmara de Lobos",0,0,0,0,1,1,1,1
"Funchal",16,18,17,17,16,16,15,15
"Machico",0,0,0,0,0,0,0,0
"Ponta do Sol",0,0,0,0,0,0,0,0
"Porto Moniz",0,0,0,0,0,0,0,0
"Ribeira Brava",0,0,0,0,0,0,0,0
"Santa Cruz",2,2,2,2,3,3,4,4
"Santana",0,0,0,0,0,0,0,0
"São Vicente",1,0,0,0,0,0,0,0
"Porto Santo",0,0,0,0,0,0,0,0
